"DEMFAM001","CO00SCR001","OPERACIÓN",0,"FLAG","co.com.experian.omnia.motorcrts.core.funciones.Flag"
"MORFAM001","CO01MOR005RO_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005RO_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005RO_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005RO_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005RO_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005RO_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005RO_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005RO_NSCR","PORTAFOLIO",9,"ROTATIVO","RO_NSCR"
"MORFAM001","CO01MOR005RO_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005RO_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005TC_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005TC_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005TC_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005TC_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005TC_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005TC_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005TC_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005TC_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005TC_NSCR","PORTAFOLIO",9,"TARJETAS DE CREDITO","TC_NSCR"
"MORFAM001","CO01MOR005TC_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005TC_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005TO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005TO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005TO","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005TO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005TO","SALDO",5,"*","*"
"MORFAM001","CO01MOR005TO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005TO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005TO","CUPO",8,"*","*"
"MORFAM001","CO01MOR005TO","PORTAFOLIO",9,"SIN PORTAFOLIO (*)","*"
"MORFAM001","CO01MOR005TO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005TO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005VE","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005VE","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005VE","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005VE","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005VE","SALDO",5,"*","*"
"MORFAM001","CO01MOR005VE","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005VE","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005VE","CUPO",8,"*","*"
"MORFAM001","CO01MOR005VE","PORTAFOLIO",9,"VEHICULOS (VE)","VE"
"MORFAM001","CO01MOR005VE","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005VE","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005VE_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005VE_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005VE_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005VE_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005VE_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005VE_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005VE_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005VE_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005VE_NSCR","PORTAFOLIO",9,"VEHICULOS","VE_NSCR"
"MORFAM001","CO01MOR005VE_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005VE_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR006CC","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR006CC","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR006CC","MOROSIDAD",3,"CARTERA CASTIGADA","=7"
"MORFAM001","CO01MOR006CC","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR006CC","SALDO",5,"*","*"
"MORFAM001","CO01MOR006CC","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR006CC","CUOTA",7,"*","*"
"MORFAM001","CO01MOR006CC","CUPO",8,"*","*"
"MORFAM001","CO01MOR006CC","PORTAFOLIO",9,"CARTERA COMUNICACIONES (CC)","CC"
"MORFAM001","CO01MOR006CC","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR006CC","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR006CO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR006CO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR006CO","MOROSIDAD",3,"CARTERA CASTIGADA","=7"
"MORFAM001","CO01MOR006CO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR006CO","SALDO",5,"*","*"
"MORFAM001","CO01MOR006CO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR006CO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR006CO","CUPO",8,"*","*"
"MORFAM001","CO01MOR006CO","PORTAFOLIO",9,"CODEUDOR (CO)","CO"
"MORFAM001","CO01MOR006CO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR006CO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR006HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR006HP","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR006HP","MOROSIDAD",3,"CARTERA CASTIGADA","=7"
"MORFAM001","CO01MOR006HP","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR006HP","SALDO",5,"*","*"
"MORFAM001","CO01MOR006HP","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR006HP","CUOTA",7,"*","*"
"MORFAM001","CO01MOR006HP","CUPO",8,"*","*"
"MORFAM001","CO01MOR006HP","PORTAFOLIO",9,"HIPOTECARIO (HP)","HP"
"MORFAM001","CO01MOR006HP","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR006HP","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR006IN","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR006IN","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR006IN","MOROSIDAD",3,"CARTERA CASTIGADA","=7"
"MORFAM001","CO01MOR006IN","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR006IN","SALDO",5,"*","*"
"MORFAM001","CO01MOR006IN","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR006IN","CUOTA",7,"*","*"
"MORFAM001","CO01MOR006IN","CUPO",8,"*","*"
"MORFAM001","CO01MOR006IN","PORTAFOLIO",9,"INSTALAMENTOS (IN)","IN"
"MORFAM001","CO01MOR006IN","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR006IN","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR006OT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR006OT","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR006OT","MOROSIDAD",3,"CARTERA CASTIGADA","=7"
"MORFAM001","CO01MOR006OT","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR006OT","SALDO",5,"*","*"
"MORFAM001","CO01MOR006OT","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR006OT","CUOTA",7,"*","*"
"MORFAM001","CO01MOR006OT","CUPO",8,"*","*"
"MORFAM001","CO01MOR006OT","PORTAFOLIO",9,"OTROS (OT)","OT"
"MORFAM001","CO01MOR006OT","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR006OT","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR006RO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR006RO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR006RO","MOROSIDAD",3,"CARTERA CASTIGADA","=7"
"MORFAM001","CO01MOR006RO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR006RO","SALDO",5,"*","*"
"MORFAM001","CO01MOR006RO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR006RO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR006RO","CUPO",8,"*","*"
"MORFAM001","CO01MOR006RO","PORTAFOLIO",9,"ROTATIVO (RO)","RO"
"MORFAM001","CO01MOR006RO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR006RO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR006VE","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR006VE","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR006VE","MOROSIDAD",3,"CARTERA CASTIGADA","=7"
"MORFAM001","CO01MOR006VE","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR006VE","SALDO",5,"*","*"
"MORFAM001","CO01MOR006VE","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR006VE","CUOTA",7,"*","*"
"MORFAM001","CO01MOR006VE","CUPO",8,"*","*"
"MORFAM001","CO01MOR006VE","PORTAFOLIO",9,"VEHICULOS (VE)","VE"
"MORFAM001","CO01MOR006VE","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR006VE","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR007CC","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR007CC","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR007CC","MOROSIDAD",3,"CARTERA RECUPERADA","=8"
"MORFAM001","CO01MOR007CC","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR007CC","SALDO",5,"*","*"
"MORFAM001","CO01MOR007CC","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR007CC","CUOTA",7,"*","*"
"MORFAM001","CO01MOR007CC","CUPO",8,"*","*"
"MORFAM001","CO01MOR007CC","PORTAFOLIO",9,"CARTERA COMUNICACIONES (CC)","CC"
"MORFAM001","CO01MOR007CC","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR007CC","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR007CO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR007CO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR007CO","MOROSIDAD",3,"CARTERA RECUPERADA","=8"
"MORFAM001","CO01MOR007CO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR007CO","SALDO",5,"*","*"
"MORFAM001","CO01MOR007CO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR007CO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR007CO","CUPO",8,"*","*"
"MORFAM001","CO01MOR007CO","PORTAFOLIO",9,"CODEUDOR (CO)","CO"
"MORFAM001","CO01MOR007CO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR007CO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR007HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR007HP","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR007HP","MOROSIDAD",3,"CARTERA RECUPERADA","=8"
"MORFAM001","CO01MOR007HP","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR007HP","SALDO",5,"*","*"
"MORFAM001","CO01MOR007HP","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR007HP","CUOTA",7,"*","*"
"MORFAM001","CO01MOR007HP","CUPO",8,"*","*"
"MORFAM001","CO01MOR007HP","PORTAFOLIO",9,"HIPOTECARIO (HP)","HP"
"MORFAM001","CO01MOR007HP","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR007HP","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR007IN","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR007IN","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR007IN","MOROSIDAD",3,"CARTERA RECUPERADA","=8"
"MORFAM001","CO01MOR007IN","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR007IN","SALDO",5,"*","*"
"MORFAM001","CO01MOR007IN","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR007IN","CUOTA",7,"*","*"
"MORFAM001","CO01MOR007IN","CUPO",8,"*","*"
"MORFAM001","CO01MOR007IN","PORTAFOLIO",9,"INSTALAMENTOS (IN)","IN"
"MORFAM001","CO01MOR007IN","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR007IN","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR007OT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR007OT","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR007OT","MOROSIDAD",3,"CARTERA RECUPERADA","=8"
"MORFAM001","CO01MOR007OT","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR007OT","SALDO",5,"*","*"
"MORFAM001","CO01MOR007OT","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR007OT","CUOTA",7,"*","*"
"MORFAM001","CO01MOR007OT","CUPO",8,"*","*"
"MORFAM001","CO01MOR007OT","PORTAFOLIO",9,"OTROS (OT)","OT"
"MORFAM001","CO01MOR007OT","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR007OT","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR007RO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR007RO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR007RO","MOROSIDAD",3,"CARTERA RECUPERADA","=8"
"MORFAM001","CO01MOR007RO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR007RO","SALDO",5,"*","*"
"MORFAM001","CO01MOR007RO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR007RO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR007RO","CUPO",8,"*","*"
"MORFAM001","CO01MOR007RO","PORTAFOLIO",9,"ROTATIVO (RO)","RO"
"MORFAM001","CO01MOR007RO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR007RO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR007VE","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR007VE","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR007VE","MOROSIDAD",3,"CARTERA RECUPERADA","=8"
"MORFAM001","CO01MOR007VE","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR007VE","SALDO",5,"*","*"
"MORFAM001","CO01MOR007VE","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR007VE","CUOTA",7,"*","*"
"MORFAM001","CO01MOR007VE","CUPO",8,"*","*"
"MORFAM001","CO01MOR007VE","PORTAFOLIO",9,"VEHICULOS (VE)","VE"
"MORFAM001","CO01MOR007VE","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR007VE","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR033TC_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR033TC_NSCR","ESTADO",2,"*","*"
"MORFAM001","CO01MOR033TC_NSCR","MOROSIDAD",3,"AL DIA","=0"
"MORFAM001","CO01MOR033TC_NSCR","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR033TC_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR033TC_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR033TC_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR033TC_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR033TC_NSCR","PORTAFOLIO",9,"TARJETAS DE CREDITO","TC_NSCR"
"MORFAM001","CO01MOR033TC_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR033TC_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR034CC","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR034CC","ESTADO",2,"*","*"
"MORFAM001","CO01MOR034CC","MOROSIDAD",3,"EN MORA 30 DIAS O PEOR",">=1"
"MORFAM001","CO01MOR034CC","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR034CC","SALDO",5,"*","*"
"MORFAM001","CO01MOR034CC","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR034CC","CUOTA",7,"*","*"
"MORFAM001","CO01MOR034CC","CUPO",8,"*","*"
"MORFAM001","CO01MOR034CC","PORTAFOLIO",9,"CARTERA COMUNICACIONES (CC)","CC"
"MORFAM001","CO01MOR034CC","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR034CC","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR034CC_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR034CC_NSCR","ESTADO",2,"*","*"
"MORFAM001","CO01MOR034CC_NSCR","MOROSIDAD",3,"EN MORA 30 DIAS O PEOR",">=1"
"MORFAM001","CO01MOR034CC_NSCR","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR034CC_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR034CC_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR034CC_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR034CC_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR034CC_NSCR","PORTAFOLIO",9,"TELECOMUNICACIONES","CC_NSCR"
"MORFAM001","CO01MOR034CC_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR034CC_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR034HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR034HP","ESTADO",2,"*","*"
"MORFAM001","CO01MOR034HP","MOROSIDAD",3,"EN MORA 30 DIAS O PEOR",">=1"
"MORFAM001","CO01MOR034HP","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR034HP","SALDO",5,"*","*"
"MORFAM001","CO01MOR034HP","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR034HP","CUOTA",7,"*","*"
"MORFAM001","CO01MOR034HP","CUPO",8,"*","*"
"MORFAM001","CO01MOR034HP","PORTAFOLIO",9,"HIPOTECARIO (HP)","HP"
"MORFAM001","CO01MOR034HP","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR034HP","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR034IN","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR034IN","ESTADO",2,"*","*"
"MORFAM001","CO01MOR034IN","MOROSIDAD",3,"EN MORA 30 DIAS O PEOR",">=1"
"MORFAM001","CO01MOR034IN","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR034IN","SALDO",5,"*","*"
"MORFAM001","CO01MOR034IN","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR034IN","CUOTA",7,"*","*"
"MORFAM001","CO01MOR034IN","CUPO",8,"*","*"
"MORFAM001","CO01MOR034IN","PORTAFOLIO",9,"INSTALAMENTOS (IN)","IN"
"MORFAM001","CO01MOR034IN","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR034IN","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR034OT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR034OT","ESTADO",2,"*","*"
"MORFAM001","CO01MOR034OT","MOROSIDAD",3,"EN MORA 30 DIAS O PEOR",">=1"
"MORFAM001","CO01MOR034OT","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR034OT","SALDO",5,"*","*"
"MORFAM001","CO01MOR034OT","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR034OT","CUOTA",7,"*","*"
"MORFAM001","CO01MOR034OT","CUPO",8,"*","*"
"MORFAM001","CO01MOR034OT","PORTAFOLIO",9,"OTROS (OT)","OT"
"MORFAM001","CO01MOR034OT","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR034OT","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR034RO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR034RO","ESTADO",2,"*","*"
"MORFAM001","CO01MOR034RO","MOROSIDAD",3,"EN MORA 30 DIAS O PEOR",">=1"
"MORFAM001","CO01MOR034RO","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR034RO","SALDO",5,"*","*"
"MORFAM001","CO01MOR034RO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR034RO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR034RO","CUPO",8,"*","*"
"MORFAM001","CO01MOR034RO","PORTAFOLIO",9,"ROTATIVO (RO)","RO"
"MORFAM001","CO01MOR034RO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR034RO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR034TC_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR034TC_NSCR","ESTADO",2,"*","*"
"MORFAM001","CO01MOR034TC_NSCR","MOROSIDAD",3,"EN MORA 30 DIAS O PEOR",">=1"
"MORFAM001","CO01MOR034TC_NSCR","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR034TC_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR034TC_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR034TC_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR034TC_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR034TC_NSCR","PORTAFOLIO",9,"TARJETAS DE CREDITO","TC_NSCR"
"MORFAM001","CO01MOR034TC_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR034TC_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR034VE","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR034VE","ESTADO",2,"*","*"
"MORFAM001","CO01MOR034VE","MOROSIDAD",3,"EN MORA 30 DIAS O PEOR",">=1"
"MORFAM001","CO01MOR034VE","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR034VE","SALDO",5,"*","*"
"MORFAM001","CO01MOR034VE","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR034VE","CUOTA",7,"*","*"
"MORFAM001","CO01MOR034VE","CUPO",8,"*","*"
"MORFAM001","CO01MOR034VE","PORTAFOLIO",9,"VEHICULOS (VE)","VE"
"MORFAM001","CO01MOR034VE","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR034VE","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR035CC","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR035CC","ESTADO",2,"*","*"
"MORFAM001","CO01MOR035CC","MOROSIDAD",3,"EN MORA 60 DIAS O PEOR",">=2"
"MORFAM001","CO01MOR035CC","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR035CC","SALDO",5,"*","*"
"MORFAM001","CO01MOR035CC","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR035CC","CUOTA",7,"*","*"
"MORFAM001","CO01MOR035CC","CUPO",8,"*","*"
"MORFAM001","CO01MOR035CC","PORTAFOLIO",9,"CARTERA COMUNICACIONES (CC)","CC"
"MORFAM001","CO01MOR035CC","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR035CC","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR035HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR035HP","ESTADO",2,"*","*"
"MORFAM001","CO01MOR035HP","MOROSIDAD",3,"EN MORA 60 DIAS O PEOR",">=2"
"MORFAM001","CO01MOR035HP","VENTANA",4,"EN LOS ULTIMOS 6 MESES","<=6"
"MORFAM001","CO01MOR035HP","SALDO",5,"*","*"
"MORFAM001","CO01MOR035HP","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR035HP","CUOTA",7,"*","*"
